Date-time;Type;Metadato grafico storico;POZ002 - Parma - Misura pressione rete (bar);POZ002 - Parma - Misura portata rete modbus (l/s);POZ002 - Parma - Misura livello falda (m)
2025/03/03 12:15:00;A;;9,0;38,1;8,98
2025/03/03 12:15:01;P;;;;8,98
2025/03/03 12:22:00;A;;;;9,19
2025/03/03 12:23:00;A;;;;8,97
2025/03/03 12:26:00;A;;;;9,23
2025/03/03 12:27:00;A;;;;8,97
2025/03/03 12:30:00;P;;9,1;37,9;8,96
2025/03/03 12:31:00;A;;;;8,72
2025/03/03 12:32:00;A;;;;8,98
2025/03/03 12:45:00;P;;9,0;37,7;8,96
2025/03/03 12:48:00;A;;;;8,60
2025/03/03 12:49:00;A;;;;9,02
2025/03/03 12:56:00;A;;;;9,27
2025/03/03 12:57:00;A;;;;8,96
2025/03/03 13:00:00;P;;9,0;38,2;8,97
2025/03/03 13:15:00;P;;9,0;37,5;8,98
2025/03/03 13:23:00;A;;;;8,75
2025/03/03 13:24:00;A;;;;8,99
2025/03/03 13:30:00;P;;9,0;37,9;8,96
2025/03/03 13:32:00;A;;;;8,57
2025/03/03 13:33:00;A;;;;8,97
2025/03/03 13:45:00;P;;9,0;38,1;8,95
2025/03/03 13:46:00;A;;;;9,19
2025/03/03 13:47:00;A;;;;8,98
2025/03/03 13:50:00;A;;;;8,74
2025/03/03 13:52:00;A;;;;8,95
2025/03/03 14:00:00;P;;8,9;38,6;8,97
2025/03/03 14:03:00;A;;;;9,31
2025/03/03 14:04:00;A;;;;8,96
2025/03/03 14:12:00;A;;;;9,33
2025/03/03 14:13:00;A;;;;8,94
2025/03/03 14:15:00;P;;9,0;37,3;8,96
2025/03/03 14:17:00;A;;;;8,68
2025/03/03 14:18:00;A;;;;8,97
2025/03/03 14:30:00;P;;9,0;37,5;8,97
2025/03/03 14:33:00;A;;;;8,77
2025/03/03 14:34:00;A;;;;8,97
2025/03/03 14:35:00;A;;;;9,22
2025/03/03 14:36:00;A;;;;8,95
2025/03/03 14:44:00;A;;;;9,20
2025/03/03 14:45:00;A;;9,1;36,9;8,95
2025/03/03 14:45:01;P;;;;8,95
2025/03/03 14:56:00;A;;8,3;;8,56
2025/03/03 15:00:00;A;;8,2;0,0;8,55
2025/03/03 15:00:01;P;;;0,0;
2025/03/03 15:01:00;A;;7,4;;
2025/03/03 15:02:00;A;;7,9;;
2025/03/03 15:15:00;P;;8,0;0,0;8,55
2025/03/03 15:30:00;P;;7,9;0,0;8,55
2025/03/03 15:45:00;P;;7,9;0,0;8,55
2025/03/03 16:00:00;P;;8,0;0,0;8,56
2025/03/03 16:15:00;P;;8,2;0,0;8,55
2025/03/03 16:28:00;A;;8,0;;
2025/03/03 16:30:00;P;;8,1;0,0;8,55
2025/03/03 16:37:00;A;;7,9;;
2025/03/03 16:45:00;P;;8,0;0,0;8,55
2025/03/03 17:00:00;P;;7,9;0,0;8,55
2025/03/03 17:15:00;P;;8,1;0,0;8,56
2025/03/03 17:27:00;A;;7,8;;
2025/03/03 17:30:00;P;;7,9;0,0;8,54
2025/03/03 17:42:00;A;;7,6;;
2025/03/03 17:45:00;P;;7,8;0,0;8,54
2025/03/03 18:00:00;P;;7,8;0,0;8,54
2025/03/03 18:15:00;P;;7,8;0,0;8,55
2025/03/03 18:30:00;P;;7,8;0,0;8,54
2025/03/03 18:39:00;A;;7,6;;
2025/03/03 18:42:00;A;;8,2;;
2025/03/03 18:45:00;P;;8,1;0,0;8,55
2025/03/03 18:50:00;A;;8,3;;
2025/03/03 19:00:00;P;;8,2;0,0;8,55
2025/03/03 19:08:00;A;;8,5;;
2025/03/03 19:14:00;A;;8,7;;
2025/03/03 19:15:00;P;;8,6;0,0;8,56
2025/03/03 19:30:00;P;;8,6;0,0;8,55
2025/03/03 19:45:00;P;;8,6;0,0;8,55
2025/03/03 20:00:00;P;;8,5;0,0;8,56
2025/03/03 20:15:00;P;;8,6;0,0;8,55
2025/03/03 20:30:00;P;;8,5;0,0;8,55
2025/03/03 20:45:00;P;;8,6;0,0;8,55
2025/03/03 21:00:00;P;;8,6;0,0;8,56
2025/03/03 21:15:00;P;;8,6;0,0;8,56
2025/03/03 21:30:00;P;;8,6;0,0;8,56
2025/03/03 21:45:00;P;;8,6;0,0;8,56
2025/03/03 22:00:00;P;;8,6;0,0;8,54
2025/03/03 22:15:00;P;;8,7;0,0;8,55
2025/03/03 22:30:00;P;;8,7;0,0;8,56
2025/03/03 22:45:00;P;;8,7;0,0;8,55
2025/03/03 23:00:00;P;;8,6;0,0;8,56
2025/03/03 23:15:00;P;;8,6;0,0;8,54
2025/03/03 23:27:00;A;;8,8;;
2025/03/03 23:28:00;A;;8,6;;
2025/03/03 23:30:00;P;;8,7;0,0;8,55
2025/03/03 23:45:00;P;;8,7;0,0;8,54
2025/03/04 00:00:00;P;;8,7;0,0;8,54
2025/03/04 00:15:00;P;;8,7;0,0;8,55
2025/03/04 00:30:00;P;;8,8;0,0;8,56
2025/03/04 00:36:00;A;;8,2;;
2025/03/04 00:37:00;A;;8,6;;
2025/03/04 00:45:00;P;;8,5;0,0;8,55
2025/03/04 01:00:00;P;;8,5;0,0;8,55
2025/03/04 01:15:00;P;;8,4;0,0;8,56
2025/03/04 01:30:00;P;;8,5;0,0;8,55
2025/03/04 01:45:00;P;;8,5;0,0;8,54
2025/03/04 02:00:00;P;;8,5;0,0;8,54
2025/03/04 02:15:00;P;;8,5;0,0;8,55
2025/03/04 02:30:00;P;;8,5;0,0;8,54
2025/03/04 02:45:00;P;;8,5;0,0;8,55
2025/03/04 03:00:00;P;;8,4;0,0;8,54
2025/03/04 03:15:00;P;;8,5;0,0;8,54
2025/03/04 03:30:00;P;;8,5;0,0;8,54
2025/03/04 03:45:00;P;;8,4;0,0;8,54
2025/03/04 04:00:00;P;;8,4;0,0;8,53
2025/03/04 04:15:00;P;;8,5;0,0;8,53
2025/03/04 04:30:00;P;;8,4;0,0;8,54
2025/03/04 04:45:00;P;;8,5;0,0;8,53
2025/03/04 05:00:00;P;;8,5;0,0;8,53
2025/03/04 05:15:00;P;;8,5;0,0;8,52
2025/03/04 05:30:00;P;;8,4;0,0;8,53
2025/03/04 05:45:00;P;;8,4;0,0;8,54
2025/03/04 06:00:00;P;;8,3;0,0;8,52
2025/03/04 06:02:00;A;;8,5;;
2025/03/04 06:15:00;P;;8,3;0,0;8,53
2025/03/04 06:30:00;P;;8,2;0,0;8,52
2025/03/04 06:45:00;P;;8,0;0,0;8,54
2025/03/04 06:52:00;A;;7,8;;
2025/03/04 07:00:00;P;;7,9;0,0;8,53
2025/03/04 07:07:00;A;;7,6;;
2025/03/04 07:15:00;P;;7,6;0,0;8,53
2025/03/04 07:16:00;A;;8,7;;8,94
2025/03/04 07:19:00;A;;9,0;;
2025/03/04 07:20:00;A;;;38,5;
2025/03/04 07:30:00;P;;9,1;38,5;8,95
2025/03/04 07:45:00;P;;8,9;38,6;8,98
2025/03/04 07:55:00;A;;;;8,75
2025/03/04 07:56:00;A;;;;8,98
2025/03/04 08:00:00;A;;9,0;38,7;9,27
2025/03/04 08:00:01;P;;;;9,27
2025/03/04 08:01:00;A;;;;8,96
2025/03/04 08:15:00;P;;9,0;38,2;8,95
2025/03/04 08:23:00;A;;;;9,16
2025/03/04 08:24:00;A;;;;8,72
2025/03/04 08:25:00;A;;;;8,95
2025/03/04 08:30:00;P;;8,9;38,6;8,97
2025/03/04 08:33:00;A;;;;9,33
2025/03/04 08:34:00;A;;;;8,98
2025/03/04 08:37:00;A;;;;8,67
2025/03/04 08:38:00;A;;;;8,97
2025/03/04 08:45:00;P;;8,9;38,5;8,97
2025/03/04 08:49:00;A;;;;9,19
2025/03/04 08:50:00;A;;;;8,97
2025/03/04 09:00:00;P;;8,9;39,8;8,99
2025/03/04 09:13:00;A;;;;9,32
2025/03/04 09:14:00;A;;;;8,98
2025/03/04 09:15:00;P;;8,8;40,2;9,01
2025/03/04 09:21:00;A;;;;9,40
2025/03/04 09:22:00;A;;;;9,00
2025/03/04 09:30:00;P;;8,9;38,9;9,00
2025/03/04 09:37:00;A;;;;8,77
2025/03/04 09:38:00;A;;;;9,02
2025/03/04 09:45:00;P;;8,9;40,2;9,00
2025/03/04 09:48:00;A;;;;8,71
2025/03/04 09:49:00;A;;;;9,00
2025/03/04 09:53:00;A;;;;8,65
2025/03/04 09:55:00;A;;;;9,03
2025/03/04 10:00:00;P;;9,0;38,9;8,99
2025/03/04 10:12:00;A;;;;8,58
2025/03/04 10:13:00;A;;;;8,97
2025/03/04 10:15:00;P;;9,0;38,4;8,92
2025/03/04 10:30:00;P;;8,9;39,1;8,98
2025/03/04 10:45:00;P;;9,0;37,9;9,10
2025/03/04 10:50:00;A;;;;8,84
2025/03/04 10:54:00;A;;;;9,19
2025/03/04 10:56:00;A;;;;8,98
2025/03/04 11:00:00;P;;9,0;38,5;8,97
2025/03/04 11:15:00;P;;9,0;38,4;9,01
2025/03/04 11:30:00;P;;9,0;37,7;8,96
2025/03/04 11:39:00;A;;;;9,28
2025/03/04 11:40:00;A;;;;8,97
2025/03/04 11:41:00;A;;;;9,18
2025/03/04 11:42:00;A;;;;8,98
2025/03/04 11:45:00;P;;9,0;38,3;8,99
2025/03/04 11:52:00;A;;;;8,78
2025/03/04 11:54:00;A;;;;9,00
2025/03/04 12:00:00;P;;9,0;38,4;9,00
2025/03/04 12:15:00;P;;9,0;38,3;8,96
2025/03/04 12:22:00;A;;;;9,25
2025/03/04 12:23:00;A;;;;8,99
2025/03/04 12:27:00;A;;;;8,71
2025/03/04 12:28:00;A;;;;8,99
2025/03/04 12:30:00;P;;9,0;38,8;8,99
2025/03/04 12:45:00;P;;9,0;38,9;8,99
2025/03/04 13:00:00;P;;8,9;38,5;8,98
2025/03/04 13:07:00;A;;;;8,59
2025/03/04 13:08:00;A;;;;8,99
2025/03/04 13:15:00;P;;8,9;38,3;8,98
2025/03/04 13:30:00;P;;9,0;38,7;9,01
2025/03/04 13:45:00;P;;8,9;38,5;8,98
2025/03/04 14:00:00;P;;9,0;38,2;8,98
2025/03/04 14:15:00;P;;8,9;39,2;8,99
2025/03/04 14:20:00;A;;;;9,23
2025/03/04 14:21:00;A;;;;8,98
2025/03/04 14:22:00;A;;;;9,23
2025/03/04 14:23:00;A;;;;8,99
2025/03/04 14:25:00;A;;;;9,22
2025/03/04 14:26:00;A;;;;8,98
2025/03/04 14:30:00;P;;9,0;38,6;9,00
2025/03/04 14:44:00;A;;;;8,55
2025/03/04 14:45:00;A;;9,0;37,8;8,95
2025/03/04 14:45:01;P;;;;8,95
2025/03/04 14:48:00;A;;;;9,29
2025/03/04 14:49:00;A;;;;8,97
2025/03/04 14:55:00;A;;;;9,27
2025/03/04 14:56:00;A;;;;8,97
2025/03/04 15:00:00;P;;9,0;37,5;8,97
2025/03/04 15:14:00;A;;;;9,29
2025/03/04 15:15:00;A;;9,1;36,9;8,99
2025/03/04 15:15:01;P;;;;8,99
2025/03/04 15:30:00;P;;9,0;37,5;9,03
2025/03/04 15:45:00;P;;9,0;38,1;8,98
2025/03/04 16:00:00;P;;9,0;37,1;9,00
2025/03/04 16:15:00;P;;9,0;37,0;8,93
2025/03/04 16:21:00;A;;;;8,64
2025/03/04 16:22:00;A;;;;8,94
2025/03/04 16:30:00;P;;9,1;35,9;9,09
2025/03/04 16:40:00;A;;;;8,88
2025/03/04 16:45:00;P;;9,1;36,7;8,96
2025/03/04 17:00:00;P;;9,1;36,3;9,03
2025/03/04 17:15:00;P;;9,1;37,3;8,96
2025/03/04 17:20:00;A;;;;9,27
2025/03/04 17:21:00;A;;;;8,95
2025/03/04 17:30:00;P;;9,1;37,3;8,95
2025/03/04 17:44:00;A;;;;9,17
2025/03/04 17:45:00;A;;9,0;37,9;8,95
2025/03/04 17:45:01;P;;;;8,95
2025/03/04 18:00:00;P;;9,0;38,0;8,98
2025/03/04 18:11:00;A;;;;8,63
2025/03/04 18:12:00;A;;;;8,95
2025/03/04 18:15:00;P;;9,0;37,8;8,97
2025/03/04 18:30:00;P;;9,0;38,5;8,98
2025/03/04 18:36:00;A;;;;9,33
2025/03/04 18:37:00;A;;;;8,79
2025/03/04 18:39:00;A;;;;9,00
2025/03/04 18:43:00;A;;;;8,60
2025/03/04 18:44:00;A;;;;9,49
2025/03/04 18:45:00;A;;8,9;39,1;8,98
2025/03/04 18:45:01;P;;;;8,98
2025/03/04 18:55:00;A;;;;9,19
2025/03/04 18:56:00;A;;;;8,99
2025/03/04 19:00:00;P;;8,9;39,1;8,99
2025/03/04 19:02:00;A;;;;9,24
2025/03/04 19:03:00;A;;;;8,99
2025/03/04 19:15:00;A;;9,0;39,6;8,59
2025/03/04 19:15:01;P;;;;8,59
2025/03/04 19:16:00;A;;;;9,09
2025/03/04 19:17:00;A;;;;9,39
2025/03/04 19:18:00;A;;;;9,00
2025/03/04 19:30:00;P;;9,0;38,9;9,03
2025/03/04 19:32:00;A;;;;8,81
2025/03/04 19:34:00;A;;;;9,31
2025/03/04 19:35:00;A;;;;8,99
2025/03/04 19:38:00;A;;;;8,77
2025/03/04 19:39:00;A;;;;8,99
2025/03/04 19:45:00;P;;9,0;37,4;8,98
2025/03/04 20:00:00;A;;9,0;38,5;9,21
2025/03/04 20:00:01;P;;;;9,21
2025/03/04 20:02:00;A;;;;9,00
2025/03/04 20:11:00;A;;;;9,37
2025/03/04 20:12:00;A;;;;9,00
2025/03/04 20:15:00;P;;8,9;39,7;8,98
2025/03/04 20:30:00;P;;9,1;37,9;8,97
2025/03/04 20:45:00;P;;9,0;37,4;9,00
2025/03/04 20:55:00;A;;;;9,35
2025/03/04 20:56:00;A;;;;8,99
2025/03/04 21:00:00;P;;9,0;38,7;8,96
2025/03/04 21:01:00;A;;7,8;;8,57
2025/03/04 21:05:00;A;;;0,0;
2025/03/04 21:06:00;A;;8,0;;
2025/03/04 21:15:00;P;;7,8;0,0;8,56
2025/03/04 21:30:00;P;;7,9;0,0;8,55
2025/03/04 21:45:00;P;;8,0;0,0;8,56
2025/03/04 22:00:00;P;;8,1;0,0;8,55
2025/03/04 22:15:00;P;;8,1;0,0;8,56
2025/03/04 22:30:00;P;;8,2;0,0;8,57
2025/03/04 22:45:00;P;;8,2;0,0;8,55
2025/03/04 23:00:00;P;;8,2;0,0;8,55
2025/03/04 23:15:00;P;;8,3;0,0;8,55
2025/03/04 23:30:00;P;;8,4;0,0;8,56
2025/03/04 23:45:00;P;;8,4;0,0;8,55
2025/03/05 00:00:00;P;;8,5;0,0;8,55
2025/03/05 00:15:00;P;;8,6;0,0;8,55
2025/03/05 00:30:00;P;;8,5;0,0;8,55
2025/03/05 00:45:00;P;;8,6;0,0;8,54
2025/03/05 01:00:00;P;;8,6;0,0;8,55
2025/03/05 01:15:00;P;;8,6;0,0;8,55
2025/03/05 01:30:00;P;;8,6;0,0;8,54
2025/03/05 01:45:00;P;;8,5;0,0;8,55
2025/03/05 01:58:00;A;;8,7;;
2025/03/05 02:00:00;P;;8,7;0,0;8,56
2025/03/05 02:15:00;P;;8,6;0,0;8,54
2025/03/05 02:30:00;P;;8,6;0,0;8,55
2025/03/05 02:45:00;P;;8,7;0,0;8,55
2025/03/05 03:00:00;P;;8,6;0,0;8,54
2025/03/05 03:15:00;P;;8,6;0,0;8,54
2025/03/05 03:30:00;P;;8,6;0,0;8,55
2025/03/05 03:45:00;P;;8,6;0,0;8,55
2025/03/05 04:00:00;P;;8,6;0,0;8,54
2025/03/05 04:15:00;P;;8,5;0,0;8,55
2025/03/05 04:30:00;P;;8,5;0,0;8,54
2025/03/05 04:45:00;P;;8,4;0,0;8,55
2025/03/05 05:00:00;P;;8,5;0,0;8,54
2025/03/05 05:01:00;A;;9,0;;8,79
2025/03/05 05:05:00;A;;;35,4;
2025/03/05 05:09:00;A;;;;9,12
2025/03/05 05:13:00;A;;;;8,82
2025/03/05 05:14:00;A;;;;9,05
2025/03/05 05:15:00;P;;9,1;35,5;8,92
2025/03/05 05:19:00;A;;;;8,59
2025/03/05 05:20:00;A;;;;9,13
2025/03/05 05:21:00;A;;;;8,93
2025/03/05 05:30:00;P;;9,1;36,4;8,94
2025/03/05 05:45:00;P;;9,2;36,2;8,96
2025/03/05 06:00:00;P;;9,1;36,4;9,01
2025/03/05 06:15:00;P;;9,1;36,5;9,03
2025/03/05 06:25:00;A;;;;8,81
2025/03/05 06:30:00;P;;9,0;38,6;8,97
2025/03/05 06:42:00;A;;8,7;;
2025/03/05 06:45:00;P;;8,8;40,6;9,01
2025/03/05 06:50:00;A;;;;8,81
2025/03/05 06:51:00;A;;;;9,02
2025/03/05 06:54:00;A;;;;8,81
2025/03/05 06:55:00;A;;;;9,10
2025/03/05 07:00:00;P;;8,7;42,6;9,04
2025/03/05 07:01:00;A;;8,9;;
2025/03/05 07:05:00;A;;;38,8;
2025/03/05 07:15:00;A;;8,9;39,9;9,26
2025/03/05 07:15:01;P;;;;9,26
2025/03/05 07:16:00;A;;;;8,99
2025/03/05 07:18:00;A;;;;9,34
2025/03/05 07:19:00;A;;;;8,97
2025/03/05 07:23:00;A;;;;8,56
2025/03/05 07:25:00;A;;;;9,00
2025/03/05 07:30:00;P;;8,8;40,6;8,83
2025/03/05 07:45:00;P;;8,9;40,4;8,95
2025/03/05 07:48:00;A;;;;9,16
2025/03/05 07:59:00;A;;;;8,61
2025/03/05 08:00:00;A;;8,9;39,6;9,01
2025/03/05 08:00:01;P;;;;9,01
2025/03/05 08:05:00;A;;;;8,74
2025/03/05 08:06:00;A;;;;9,07
2025/03/05 08:15:00;P;;8,9;39,1;8,99
2025/03/05 08:23:00;A;;;;8,75
2025/03/05 08:25:00;A;;;;8,98
2025/03/05 08:30:00;P;;9,0;38,1;8,92
2025/03/05 08:37:00;A;;;;9,29
2025/03/05 08:38:00;A;;;;8,99
2025/03/05 08:44:00;A;;;;9,26
2025/03/05 08:45:00;A;;9,0;39,3;9,00
2025/03/05 08:45:01;P;;;;9,00
2025/03/05 09:00:00;P;;9,0;38,5;8,98
2025/03/05 09:15:00;P;;9,0;38,7;8,99
2025/03/05 09:25:00;A;;;;9,34
2025/03/05 09:26:00;A;;;;9,00
2025/03/05 09:30:00;P;;9,0;38,6;9,00
2025/03/05 09:45:00;P;;8,9;38,8;8,98
2025/03/05 10:00:00;P;;8,9;39,4;9,01
2025/03/05 10:06:00;A;;;;9,27
2025/03/05 10:07:00;A;;;;8,97
2025/03/05 10:15:00;P;;9,0;38,5;8,97
2025/03/05 10:23:00;A;;;;9,33
2025/03/05 10:24:00;A;;;;9,09
2025/03/05 10:25:00;A;;;;8,86
2025/03/05 10:30:00;P;;9,0;38,1;8,98
2025/03/05 10:45:00;P;;9,0;38,6;8,92
2025/03/05 11:00:00;P;;9,0;37,9;8,96
2025/03/05 11:13:00;A;;;;9,27
2025/03/05 11:15:00;A;;9,0;37,4;8,97
2025/03/05 11:15:01;P;;;;8,97
2025/03/05 11:25:00;A;;;;9,22
2025/03/05 11:26:00;A;;;;8,97
2025/03/05 11:28:00;A;;;;9,34
2025/03/05 11:29:00;A;;;;8,98
2025/03/05 11:30:00;P;;9,0;37,7;8,98
2025/03/05 11:40:00;A;;;;8,75
2025/03/05 11:41:00;A;;;;8,98
2025/03/05 11:45:00;P;;9,0;38,5;9,00
2025/03/05 11:57:00;A;;;;9,24
2025/03/05 11:58:00;A;;;;8,96
2025/03/05 12:00:00;P;;9,0;38,5;8,97
2025/03/05 12:08:00;A;;;;8,72
2025/03/05 12:09:00;A;;;;8,99
2025/03/05 12:15:00;P;;8,9;39,0;8,99
2025/03/05 12:30:00;P;;8,9;39,3;9,10
2025/03/05 12:38:00;A;;;;8,79
2025/03/05 12:40:00;A;;;;9,02
2025/03/05 12:45:00;P;;9,0;39,0;8,99
2025/03/05 13:00:00;P;;9,0;39,8;8,85
2025/03/05 13:15:00;P;;9,0;38,5;8,98
2025/03/05 13:23:00;A;;;;8,58
2025/03/05 13:24:00;A;;;;8,99
2025/03/05 13:30:00;A;;8,9;40,0;9,22
2025/03/05 13:30:01;P;;;;9,22
2025/03/05 13:31:00;A;;;;8,91
2025/03/05 13:38:00;A;;;;9,26
2025/03/05 13:39:00;A;;;;8,88
2025/03/05 13:45:00;P;;8,9;39,3;9,01
2025/03/05 13:54:00;A;;;;9,23
2025/03/05 13:55:00;A;;;;9,00
2025/03/05 14:00:00;P;;9,0;39,0;9,00
2025/03/05 14:10:00;A;;;;9,21
2025/03/05 14:11:00;A;;;;8,97
2025/03/05 14:12:00;A;;;;8,59
2025/03/05 14:13:00;A;;;;8,85
2025/03/05 14:15:00;P;;9,0;38,6;8,99
2025/03/05 14:22:00;A;;;;8,61
2025/03/05 14:23:00;A;;;;8,96
2025/03/05 14:28:00;A;;;;8,59
2025/03/05 14:29:00;A;;;;8,96
2025/03/05 14:30:00;P;;9,0;38,6;8,76
2025/03/05 14:31:00;A;;;;8,99
2025/03/05 14:40:00;A;;;;8,74
2025/03/05 14:42:00;A;;;;8,98
2025/03/05 14:45:00;P;;9,0;38,3;8,97
2025/03/05 14:48:00;A;;;;8,76
2025/03/05 14:49:00;A;;;;9,07
2025/03/05 15:00:00;P;;9,1;38,2;8,99
2025/03/05 15:04:00;A;;;;8,46
2025/03/05 15:05:00;A;;;;8,98
2025/03/05 15:06:00;A;;;;9,24
2025/03/05 15:07:00;A;;;;8,96
2025/03/05 15:08:00;A;;;;8,67
2025/03/05 15:09:00;A;;;;8,97
2025/03/05 15:15:00;P;;9,0;37,9;8,96
2025/03/05 15:24:00;A;;;;9,41
2025/03/05 15:25:00;A;;;;8,97
2025/03/05 15:26:00;A;;;;8,36
2025/03/05 15:27:00;A;;;;8,97
2025/03/05 15:30:00;P;;8,9;38,0;8,93
2025/03/05 15:45:00;P;;9,0;38,0;8,96
2025/03/05 15:51:00;A;;;;9,40
2025/03/05 15:52:00;A;;;;9,12
2025/03/05 15:54:00;A;;;;8,83
2025/03/05 15:57:00;A;;;;9,12
2025/03/05 16:00:00;P;;9,0;37,8;8,97
2025/03/05 16:15:00;P;;9,1;36,7;9,02
2025/03/05 16:30:00;P;;9,1;37,0;8,96
2025/03/05 16:33:00;A;;;;8,72
2025/03/05 16:34:00;A;;;;8,95
2025/03/05 16:41:00;A;;;;9,23
2025/03/05 16:42:00;A;;;;8,97
2025/03/05 16:45:00;P;;9,1;37,5;8,97
2025/03/05 16:47:00;A;;;;8,76
2025/03/05 16:48:00;A;;;;8,97
2025/03/05 16:57:00;A;;;;8,57
2025/03/05 16:58:00;A;;;;8,95
2025/03/05 17:00:00;P;;9,0;37,2;8,95
2025/03/05 17:15:00;P;;9,0;37,9;8,96
2025/03/05 17:19:00;A;;;;9,17
2025/03/05 17:21:00;A;;;;8,93
2025/03/05 17:30:00;P;;9,0;38,0;8,97
2025/03/05 17:43:00;A;;;;9,20
2025/03/05 17:44:00;A;;;;8,97
2025/03/05 17:45:00;P;;9,0;37,7;8,98
2025/03/05 17:58:00;A;;;;8,74
2025/03/05 17:59:00;A;;;;8,99
2025/03/05 18:00:00;P;;9,0;38,1;9,01
2025/03/05 18:01:00;A;;;;8,80
2025/03/05 18:02:00;A;;;;9,00
2025/03/05 18:09:00;A;;;;8,78
2025/03/05 18:10:00;A;;;;8,98
2025/03/05 18:15:00;P;;9,0;37,9;9,05
2025/03/05 18:30:00;A;;9,0;38,4;9,53
2025/03/05 18:30:01;P;;;;9,53
2025/03/05 18:31:00;A;;;;9,00
2025/03/05 18:35:00;A;;;;8,61
2025/03/05 18:36:00;A;;;;8,97
2025/03/05 18:39:00;A;;;;8,71
2025/03/05 18:41:00;A;;;;8,99
2025/03/05 18:45:00;P;;9,0;38,5;9,01
2025/03/05 18:54:00;A;;;;8,62
2025/03/05 18:55:00;A;;;;9,00
2025/03/05 19:00:00;P;;8,9;40,0;9,01
2025/03/05 19:12:00;A;;;;8,64
2025/03/05 19:13:00;A;;;;9,03
2025/03/05 19:14:00;A;;;;8,82
2025/03/05 19:15:00;P;;9,0;39,6;9,00
2025/03/05 19:16:00;A;;;;8,78
2025/03/05 19:17:00;A;;;;9,00
2025/03/05 19:18:00;A;;;;9,26
2025/03/05 19:19:00;A;;;;8,99
2025/03/05 19:30:00;P;;9,0;39,1;8,98
2025/03/05 19:45:00;P;;9,0;38,7;8,99
2025/03/05 19:53:00;A;;;;9,39
2025/03/05 19:54:00;A;;;;9,00
2025/03/05 19:55:00;A;;;;8,57
2025/03/05 19:56:00;A;;;;8,98
2025/03/05 20:00:00;P;;9,0;39,3;8,99
2025/03/05 20:13:00;A;;;;9,39
2025/03/05 20:14:00;A;;;;9,01
2025/03/05 20:15:00;P;;9,0;39,7;9,01
2025/03/05 20:30:00;P;;8,9;40,3;9,02
2025/03/05 20:33:00;A;;;;8,60
2025/03/05 20:34:00;A;;;;9,06
2025/03/05 20:45:00;P;;8,9;40,1;9,11
2025/03/05 20:51:00;A;;;;8,84
2025/03/05 20:53:00;A;;;;9,05
2025/03/05 21:00:00;P;;9,0;37,9;9,00
2025/03/05 21:01:00;A;;7,6;;8,57
2025/03/05 21:05:00;A;;;0,0;
2025/03/05 21:15:00;A;;7,9;0,0;8,57
2025/03/05 21:15:01;P;;7,9;;
2025/03/05 21:25:00;A;;7,6;;
2025/03/05 21:30:00;A;;7,9;0,0;8,55
2025/03/05 21:30:01;P;;7,9;;
2025/03/05 21:45:00;P;;7,8;0,0;8,56
2025/03/05 22:00:00;P;;7,9;0,0;8,56
2025/03/05 22:15:00;P;;8,0;0,0;8,56
2025/03/05 22:30:00;P;;8,0;0,0;8,55
2025/03/05 22:45:00;P;;8,2;0,0;8,57
2025/03/05 23:00:00;P;;8,2;0,0;8,55
2025/03/05 23:15:00;P;;8,2;0,0;8,56
2025/03/05 23:30:00;P;;8,3;0,0;8,55
2025/03/05 23:45:00;P;;8,4;0,0;8,57
2025/03/06 00:00:00;P;;8,4;0,0;8,56
2025/03/06 00:15:00;P;;8,4;0,0;8,54
2025/03/06 00:30:00;P;;8,5;0,0;8,54
2025/03/06 00:45:00;P;;8,6;0,0;8,55
2025/03/06 01:00:00;P;;8,5;0,0;8,56
2025/03/06 01:15:00;P;;8,6;0,0;8,55
2025/03/06 01:30:00;P;;8,6;0,0;8,56
2025/03/06 01:45:00;P;;8,6;0,0;8,56
2025/03/06 02:00:00;P;;8,6;0,0;8,55
2025/03/06 02:15:00;P;;8,6;0,0;8,55
2025/03/06 02:30:00;P;;8,6;0,0;8,55
2025/03/06 02:45:00;P;;8,6;0,0;8,55
2025/03/06 03:00:00;P;;8,7;0,0;8,55
2025/03/06 03:15:00;P;;8,6;0,0;8,55
2025/03/06 03:30:00;P;;8,6;0,0;8,54
2025/03/06 03:45:00;P;;8,6;0,0;8,54
2025/03/06 04:00:00;P;;8,6;0,0;8,56
2025/03/06 04:15:00;P;;8,4;0,0;8,54
2025/03/06 04:30:00;P;;8,5;0,0;8,54
2025/03/06 04:45:00;P;;8,5;0,0;8,56
2025/03/06 05:00:00;P;;8,5;0,0;8,55
2025/03/06 05:01:00;A;;9,0;;8,76
2025/03/06 05:05:00;A;;;33,0;
2025/03/06 05:08:00;A;;9,2;;
2025/03/06 05:15:00;P;;9,1;34,2;8,90
2025/03/06 05:19:00;A;;;;9,30
2025/03/06 05:20:00;A;;;;8,92
2025/03/06 05:30:00;P;;9,1;34,0;8,92
2025/03/06 05:45:00;P;;9,1;34,0;8,90
2025/03/06 05:46:00;A;;;;8,59
2025/03/06 05:47:00;A;;;;8,91
2025/03/06 05:55:00;A;;;;8,70
2025/03/06 05:56:00;A;;;;8,94
2025/03/06 06:00:00;P;;9,2;35,7;8,95
2025/03/06 06:15:00;P;;9,1;36,4;8,95
2025/03/06 06:30:00;P;;9,0;37,5;8,95
